order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
21000,2014-07-31 15:36:00,18212,1,1,49.99,19.49
21001,2014-07-31 15:58:00,18213,2,1,59.99,22.49
21002,2014-07-31 15:58:00,18213,4,0,29.99,9.49
21003,2014-07-31 16:03:00,18214,1,1,49.99,19.49
21004,2014-07-31 16:03:00,18214,4,0,29.99,9.49
21005,2014-07-31 16:45:00,18215,1,1,49.99,19.49
21006,2014-07-31 16:45:00,18215,4,0,29.99,9.49
21007,2014-07-31 16:59:00,18216,1,1,49.99,19.49
21008,2014-07-31 16:59:00,18216,3,0,45.99,14.49
21009,2014-07-31 17:36:00,18217,2,1,59.99,22.49
21010,2014-07-31 17:51:00,18218,2,1,59.99,22.49
21011,2014-07-31 17:53:00,18219,1,1,49.99,19.49
21012,2014-07-31 18:03:00,18220,1,1,49.99,19.49
21013,2014-07-31 18:09:00,18221,1,1,49.99,19.49
21014,2014-07-31 18:38:00,18222,1,1,49.99,19.49
21015,2014-07-31 18:49:00,18223,1,1,49.99,19.49
21016,2014-07-31 18:57:00,18224,2,1,59.99,22.49
21017,2014-07-31 18:57:00,18224,4,0,29.99,9.49
21018,2014-07-31 19:39:00,18225,1,1,49.99,19.49
21019,2014-07-31 19:39:00,18225,4,0,29.99,9.49
21020,2014-07-31 19:40:00,18226,3,1,45.99,14.49
21021,2014-07-31 20:03:00,18227,1,1,49.99,19.49
21022,2014-07-31 20:03:00,18227,4,0,29.99,9.49
21023,2014-07-31 20:31:00,18228,2,1,59.99,22.49
21024,2014-07-31 20:40:00,18229,1,1,49.99,19.49
21025,2014-07-31 21:17:00,18230,1,1,49.99,19.49
21026,2014-07-31 23:08:00,18231,1,1,49.99,19.49
21027,2014-07-31 23:10:00,18232,2,1,59.99,22.49
21028,2014-07-31 23:19:00,18233,3,1,45.99,14.49
21029,2014-07-31 23:19:00,18233,4,0,29.99,9.49
21030,2014-07-31 23:20:00,18234,2,1,59.99,22.49
21031,2014-07-31 23:20:00,18234,4,0,29.99,9.49
21032,2014-07-31 23:41:00,18235,1,1,49.99,19.49
21033,2014-07-31 23:41:00,18235,4,0,29.99,9.49
21034,2014-07-31 23:59:00,18236,1,1,49.99,19.49
21035,2014-07-31 23:59:00,18236,4,0,29.99,9.49
21036,2014-08-01 00:08:00,18237,2,1,59.99,22.49
21037,2014-08-01 01:15:00,18238,1,1,49.99,19.49
21038,2014-08-01 04:24:00,18239,1,1,49.99,19.49
21039,2014-08-01 04:59:00,18240,3,1,45.99,14.49
21040,2014-08-01 07:17:00,18241,1,1,49.99,19.49
21041,2014-08-01 08:26:00,18242,1,1,49.99,19.49
21042,2014-08-01 08:26:00,18242,4,0,29.99,9.49
21043,2014-08-01 09:07:00,18243,1,1,49.99,19.49
21044,2014-08-01 09:25:00,18244,3,1,45.99,14.49
21045,2014-08-01 09:25:00,18244,4,0,29.99,9.49
21046,2014-08-01 10:02:00,18245,1,1,49.99,19.49
21047,2014-08-01 10:06:00,18246,2,1,59.99,22.49
21048,2014-08-01 10:15:00,18247,1,1,49.99,19.49
21049,2014-08-01 11:21:00,18248,1,1,49.99,19.49
21050,2014-08-01 11:25:00,18249,1,1,49.99,19.49
21051,2014-08-01 11:25:00,18249,4,0,29.99,9.49
21052,2014-08-01 11:51:00,18250,3,1,45.99,14.49
21053,2014-08-01 12:15:00,18251,1,1,49.99,19.49
21054,2014-08-01 12:16:00,18252,1,1,49.99,19.49
21055,2014-08-01 12:43:00,18253,2,1,59.99,22.49
21056,2014-08-01 12:47:00,18254,3,1,45.99,14.49
21057,2014-08-01 12:52:00,18255,1,1,49.99,19.49
21058,2014-08-01 12:52:00,18255,4,0,29.99,9.49
21059,2014-08-01 13:03:00,18256,1,1,49.99,19.49
21060,2014-08-01 13:03:00,18256,4,0,29.99,9.49
21061,2014-08-01 13:12:00,18257,1,1,49.99,19.49
21062,2014-08-01 13:34:00,18258,2,1,59.99,22.49
21063,2014-08-01 13:54:00,18259,1,1,49.99,19.49
21064,2014-08-01 15:33:00,18260,1,1,49.99,19.49
21065,2014-08-01 15:33:00,18260,3,0,45.99,14.49
21066,2014-08-01 15:43:00,18261,1,1,49.99,19.49
21067,2014-08-01 15:43:00,18261,3,0,45.99,14.49
21068,2014-08-01 16:05:00,18262,1,1,49.99,19.49
21069,2014-08-01 16:05:00,18262,4,0,29.99,9.49
21070,2014-08-01 16:15:00,18263,1,1,49.99,19.49
21071,2014-08-01 16:49:00,18264,1,1,49.99,19.49
21072,2014-08-01 17:03:00,18265,1,1,49.99,19.49
21073,2014-08-01 17:06:00,18266,2,1,59.99,22.49
21074,2014-08-01 17:21:00,18267,2,1,59.99,22.49
21075,2014-08-01 18:09:00,18268,1,1,49.99,19.49
21076,2014-08-01 18:09:00,18268,4,0,29.99,9.49
21077,2014-08-01 18:09:00,18269,3,1,45.99,14.49
21078,2014-08-01 18:09:00,18269,1,0,49.99,19.49
21079,2014-08-01 18:18:00,18270,2,1,59.99,22.49
21080,2014-08-01 18:18:00,18270,4,0,29.99,9.49
21081,2014-08-01 18:40:00,18271,2,1,59.99,22.49
21082,2014-08-01 19:01:00,18272,1,1,49.99,19.49
21083,2014-08-01 19:05:00,18273,1,1,49.99,19.49
21084,2014-08-01 19:05:00,18274,2,1,59.99,22.49
21085,2014-08-01 19:09:00,18275,1,1,49.99,19.49
21086,2014-08-01 19:19:00,18276,1,1,49.99,19.49
21087,2014-08-01 19:19:00,18276,2,0,59.99,22.49
21088,2014-08-01 19:21:00,18277,1,1,49.99,19.49
21089,2014-08-01 21:56:00,18278,1,1,49.99,19.49
21090,2014-08-01 22:25:00,18279,1,1,49.99,19.49
21091,2014-08-01 22:25:00,18279,4,0,29.99,9.49
21092,2014-08-01 22:31:00,18280,3,1,45.99,14.49
21093,2014-08-01 22:31:00,18280,4,0,29.99,9.49
21094,2014-08-01 23:28:00,18281,2,1,59.99,22.49
21095,2014-08-01 23:28:00,18281,4,0,29.99,9.49
21096,2014-08-01 23:48:00,18282,1,1,49.99,19.49
21097,2014-08-01 23:48:00,18282,2,0,59.99,22.49
21098,2014-08-01 23:57:00,18283,1,1,49.99,19.49
21099,2014-08-02 01:12:00,18284,1,1,49.99,19.49
21100,2014-08-02 04:53:00,18285,1,1,49.99,19.49
21101,2014-08-02 05:05:00,18286,3,1,45.99,14.49
21102,2014-08-02 05:05:00,18286,4,0,29.99,9.49
21103,2014-08-02 05:31:00,18287,1,1,49.99,19.49
21104,2014-08-02 06:46:00,18288,1,1,49.99,19.49
21105,2014-08-02 06:46:00,18288,4,0,29.99,9.49
21106,2014-08-02 07:44:00,18289,2,1,59.99,22.49
21107,2014-08-02 07:44:00,18289,4,0,29.99,9.49
21108,2014-08-02 08:56:00,18290,1,1,49.99,19.49
21109,2014-08-02 11:50:00,18291,1,1,49.99,19.49
21110,2014-08-02 11:50:00,18291,3,0,45.99,14.49
21111,2014-08-02 11:54:00,18292,1,1,49.99,19.49
21112,2014-08-02 12:15:00,18293,1,1,49.99,19.49
21113,2014-08-02 12:48:00,18294,1,1,49.99,19.49
21114,2014-08-02 14:11:00,18295,1,1,49.99,19.49
21115,2014-08-02 14:15:00,18296,3,1,45.99,14.49
21116,2014-08-02 14:51:00,18297,1,1,49.99,19.49
21117,2014-08-02 14:57:00,18298,1,1,49.99,19.49
21118,2014-08-02 15:10:00,18299,2,1,59.99,22.49
21119,2014-08-02 15:36:00,18300,1,1,49.99,19.49
21120,2014-08-02 16:06:00,18301,2,1,59.99,22.49
21121,2014-08-02 16:46:00,18302,1,1,49.99,19.49
21122,2014-08-02 17:39:00,18303,1,1,49.99,19.49
21123,2014-08-02 18:11:00,18304,1,1,49.99,19.49
21124,2014-08-02 18:11:00,18304,3,0,45.99,14.49
21125,2014-08-02 18:37:00,18305,1,1,49.99,19.49
21126,2014-08-02 18:43:00,18306,1,1,49.99,19.49
21127,2014-08-02 19:02:00,18307,1,1,49.99,19.49
21128,2014-08-02 19:02:00,18307,3,0,45.99,14.49
21129,2014-08-02 20:46:00,18308,3,1,45.99,14.49
21130,2014-08-02 22:07:00,18309,2,1,59.99,22.49
21131,2014-08-03 00:36:00,18310,1,1,49.99,19.49
21132,2014-08-03 00:36:00,18310,4,0,29.99,9.49
21133,2014-08-03 01:27:00,18311,1,1,49.99,19.49
21134,2014-08-03 02:39:00,18312,1,1,49.99,19.49
21135,2014-08-03 02:39:00,18312,4,0,29.99,9.49
21136,2014-08-03 05:10:00,18313,1,1,49.99,19.49
21137,2014-08-03 05:12:00,18314,1,1,49.99,19.49
21138,2014-08-03 06:06:00,18315,1,1,49.99,19.49
21139,2014-08-03 08:15:00,18316,2,1,59.99,22.49
21140,2014-08-03 08:15:00,18316,4,0,29.99,9.49
21141,2014-08-03 08:16:00,18317,2,1,59.99,22.49
21142,2014-08-03 09:48:00,18318,1,1,49.99,19.49
21143,2014-08-03 10:46:00,18319,3,1,45.99,14.49
21144,2014-08-03 10:46:00,18319,1,0,49.99,19.49
21145,2014-08-03 10:57:00,18320,1,1,49.99,19.49
21146,2014-08-03 10:57:00,18320,4,0,29.99,9.49
21147,2014-08-03 11:00:00,18321,1,1,49.99,19.49
21148,2014-08-03 11:00:00,18321,4,0,29.99,9.49
21149,2014-08-03 11:01:00,18322,2,1,59.99,22.49
21150,2014-08-03 11:01:00,18322,4,0,29.99,9.49
21151,2014-08-03 11:27:00,18323,3,1,45.99,14.49
21152,2014-08-03 12:22:00,18324,1,1,49.99,19.49
21153,2014-08-03 12:49:00,18325,1,1,49.99,19.49
21154,2014-08-03 13:30:00,18326,3,1,45.99,14.49
21155,2014-08-03 14:21:00,18327,1,1,49.99,19.49
21156,2014-08-03 14:27:00,18328,2,1,59.99,22.49
21157,2014-08-03 14:27:00,18328,4,0,29.99,9.49
21158,2014-08-03 14:46:00,18329,2,1,59.99,22.49
21159,2014-08-03 14:49:00,18330,1,1,49.99,19.49
21160,2014-08-03 16:11:00,18331,1,1,49.99,19.49
21161,2014-08-03 16:27:00,18332,1,1,49.99,19.49
21162,2014-08-03 17:41:00,18333,2,1,59.99,22.49
21163,2014-08-03 18:18:00,18334,1,1,49.99,19.49
21164,2014-08-03 18:18:00,18334,4,0,29.99,9.49
21165,2014-08-03 19:07:00,18335,1,1,49.99,19.49
21166,2014-08-03 20:11:00,18336,1,1,49.99,19.49
21167,2014-08-03 20:15:00,18337,1,1,49.99,19.49
21168,2014-08-03 21:41:00,18338,1,1,49.99,19.49
21169,2014-08-03 21:41:00,18338,4,0,29.99,9.49
21170,2014-08-03 22:19:00,18339,1,1,49.99,19.49
21171,2014-08-03 22:19:00,18339,4,0,29.99,9.49
21172,2014-08-03 23:02:00,18340,1,1,49.99,19.49
21173,2014-08-03 23:53:00,18341,2,1,59.99,22.49
21174,2014-08-03 23:53:00,18341,4,0,29.99,9.49
21175,2014-08-04 00:15:00,18342,1,1,49.99,19.49
21176,2014-08-04 00:36:00,18343,1,1,49.99,19.49
21177,2014-08-04 00:36:00,18343,3,0,45.99,14.49
21178,2014-08-04 01:08:00,18344,1,1,49.99,19.49
21179,2014-08-04 01:33:00,18345,2,1,59.99,22.49
21180,2014-08-04 03:08:00,18346,1,1,49.99,19.49
21181,2014-08-04 03:08:00,18346,2,0,59.99,22.49
21182,2014-08-04 05:23:00,18347,3,1,45.99,14.49
21183,2014-08-04 05:23:00,18347,2,0,59.99,22.49
21184,2014-08-04 06:49:00,18348,1,1,49.99,19.49
21185,2014-08-04 06:49:00,18348,4,0,29.99,9.49
21186,2014-08-04 07:37:00,18349,1,1,49.99,19.49
21187,2014-08-04 08:00:00,18350,1,1,49.99,19.49
21188,2014-08-04 08:05:00,18351,1,1,49.99,19.49
21189,2014-08-04 08:18:00,18352,1,1,49.99,19.49
21190,2014-08-04 08:18:00,18352,4,0,29.99,9.49
21191,2014-08-04 08:34:00,18353,1,1,49.99,19.49
21192,2014-08-04 08:59:00,18354,1,1,49.99,19.49
21193,2014-08-04 09:19:00,18355,1,1,49.99,19.49
21194,2014-08-04 09:45:00,18356,3,1,45.99,14.49
21195,2014-08-04 10:15:00,18357,1,1,49.99,19.49
21196,2014-08-04 10:15:00,18358,1,1,49.99,19.49
21197,2014-08-04 10:20:00,18359,1,1,49.99,19.49
21198,2014-08-04 10:23:00,18360,1,1,49.99,19.49
21199,2014-08-04 10:23:00,18360,4,0,29.99,9.49
21200,2014-08-04 10:25:00,18361,3,1,45.99,14.49
21201,2014-08-04 10:25:00,18361,4,0,29.99,9.49
21202,2014-08-04 10:26:00,18362,1,1,49.99,19.49
21203,2014-08-04 10:57:00,18363,1,1,49.99,19.49
21204,2014-08-04 10:57:00,18363,3,0,45.99,14.49
21205,2014-08-04 11:12:00,18364,1,1,49.99,19.49
21206,2014-08-04 11:30:00,18365,1,1,49.99,19.49
21207,2014-08-04 11:30:00,18365,3,0,45.99,14.49
21208,2014-08-04 11:35:00,18366,1,1,49.99,19.49
21209,2014-08-04 11:58:00,18367,1,1,49.99,19.49
21210,2014-08-04 12:46:00,18368,1,1,49.99,19.49
21211,2014-08-04 12:54:00,18369,2,1,59.99,22.49
21212,2014-08-04 12:54:00,18369,4,0,29.99,9.49
21213,2014-08-04 13:16:00,18370,1,1,49.99,19.49
21214,2014-08-04 13:33:00,18371,1,1,49.99,19.49
21215,2014-08-04 13:37:00,18372,1,1,49.99,19.49
21216,2014-08-04 13:58:00,18373,1,1,49.99,19.49
21217,2014-08-04 14:30:00,18374,3,1,45.99,14.49
21218,2014-08-04 14:30:00,18374,4,0,29.99,9.49
21219,2014-08-04 14:40:00,18375,2,1,59.99,22.49
21220,2014-08-04 14:40:00,18375,4,0,29.99,9.49
21221,2014-08-04 14:42:00,18376,3,1,45.99,14.49
21222,2014-08-04 14:42:00,18376,4,0,29.99,9.49
21223,2014-08-04 14:53:00,18377,1,1,49.99,19.49
21224,2014-08-04 14:58:00,18378,1,1,49.99,19.49
21225,2014-08-04 15:04:00,18379,1,1,49.99,19.49
21226,2014-08-04 15:19:00,18380,2,1,59.99,22.49
21227,2014-08-04 15:23:00,18381,1,1,49.99,19.49
21228,2014-08-04 15:23:00,18381,3,0,45.99,14.49
21229,2014-08-04 15:27:00,18382,3,1,45.99,14.49
21230,2014-08-04 15:49:00,18383,1,1,49.99,19.49
21231,2014-08-04 16:15:00,18384,1,1,49.99,19.49
21232,2014-08-04 16:28:00,18385,3,1,45.99,14.49
21233,2014-08-04 16:44:00,18386,3,1,45.99,14.49
21234,2014-08-04 16:44:00,18386,1,0,49.99,19.49
21235,2014-08-04 16:55:00,18387,1,1,49.99,19.49
21236,2014-08-04 18:03:00,18388,2,1,59.99,22.49
21237,2014-08-04 18:03:00,18388,3,0,45.99,14.49
21238,2014-08-04 18:22:00,18389,1,1,49.99,19.49
21239,2014-08-04 18:53:00,18390,1,1,49.99,19.49
21240,2014-08-04 19:25:00,18391,1,1,49.99,19.49
21241,2014-08-04 19:25:00,18391,4,0,29.99,9.49
21242,2014-08-04 19:50:00,18392,2,1,59.99,22.49
21243,2014-08-04 21:07:00,18393,1,1,49.99,19.49
21244,2014-08-04 21:16:00,18394,1,1,49.99,19.49
21245,2014-08-04 21:16:00,18394,3,0,45.99,14.49
21246,2014-08-04 22:57:00,18395,1,1,49.99,19.49
21247,2014-08-04 23:02:00,18396,1,1,49.99,19.49
21248,2014-08-04 23:02:00,18396,4,0,29.99,9.49
21249,2014-08-04 23:58:00,18397,1,1,49.99,19.49
21250,2014-08-05 00:15:00,18398,3,1,45.99,14.49
21251,2014-08-05 01:29:00,18399,1,1,49.99,19.49
21252,2014-08-05 04:50:00,18400,1,1,49.99,19.49
21253,2014-08-05 05:19:00,18401,2,1,59.99,22.49
21254,2014-08-05 05:49:00,18402,1,1,49.99,19.49
21255,2014-08-05 05:59:00,18403,1,1,49.99,19.49
21256,2014-08-05 07:08:00,18404,1,1,49.99,19.49
21257,2014-08-05 07:08:00,18404,4,0,29.99,9.49
21258,2014-08-05 08:01:00,18405,1,1,49.99,19.49
21259,2014-08-05 08:25:00,18406,2,1,59.99,22.49
21260,2014-08-05 08:26:00,18407,3,1,45.99,14.49
21261,2014-08-05 08:28:00,18408,3,1,45.99,14.49
21262,2014-08-05 08:28:00,18408,2,0,59.99,22.49
21263,2014-08-05 08:40:00,18409,1,1,49.99,19.49
21264,2014-08-05 08:47:00,18410,3,1,45.99,14.49
21265,2014-08-05 10:18:00,18411,2,1,59.99,22.49
21266,2014-08-05 10:29:00,18412,2,1,59.99,22.49
21267,2014-08-05 10:29:00,18412,3,0,45.99,14.49
21268,2014-08-05 10:33:00,18413,3,1,45.99,14.49
21269,2014-08-05 10:52:00,18414,1,1,49.99,19.49
21270,2014-08-05 10:55:00,18415,2,1,59.99,22.49
21271,2014-08-05 10:55:00,18416,1,1,49.99,19.49
21272,2014-08-05 11:14:00,18417,2,1,59.99,22.49
21273,2014-08-05 11:14:00,18417,4,0,29.99,9.49
21274,2014-08-05 11:25:00,18418,1,1,49.99,19.49
21275,2014-08-05 11:25:00,18418,4,0,29.99,9.49
21276,2014-08-05 11:33:00,18419,1,1,49.99,19.49
21277,2014-08-05 11:33:00,18419,4,0,29.99,9.49
21278,2014-08-05 11:56:00,18420,2,1,59.99,22.49
21279,2014-08-05 12:05:00,18421,3,1,45.99,14.49
21280,2014-08-05 12:05:00,18421,4,0,29.99,9.49
21281,2014-08-05 12:29:00,18422,1,1,49.99,19.49
21282,2014-08-05 13:42:00,18423,3,1,45.99,14.49
21283,2014-08-05 13:42:00,18423,4,0,29.99,9.49
21284,2014-08-05 13:43:00,18424,1,1,49.99,19.49
21285,2014-08-05 13:54:00,18425,2,1,59.99,22.49
21286,2014-08-05 13:54:00,18425,4,0,29.99,9.49
21287,2014-08-05 14:06:00,18426,3,1,45.99,14.49
21288,2014-08-05 14:19:00,18427,1,1,49.99,19.49
21289,2014-08-05 14:19:00,18427,3,0,45.99,14.49
21290,2014-08-05 14:48:00,18428,1,1,49.99,19.49
21291,2014-08-05 14:48:00,18428,4,0,29.99,9.49
21292,2014-08-05 15:07:00,18429,1,1,49.99,19.49
21293,2014-08-05 15:24:00,18430,1,1,49.99,19.49
21294,2014-08-05 15:35:00,18431,2,1,59.99,22.49
21295,2014-08-05 15:35:00,18431,4,0,29.99,9.49
21296,2014-08-05 16:02:00,18432,1,1,49.99,19.49
21297,2014-08-05 16:16:00,18433,1,1,49.99,19.49
21298,2014-08-05 17:02:00,18434,1,1,49.99,19.49
21299,2014-08-05 17:21:00,18435,1,1,49.99,19.49
21300,2014-08-05 17:54:00,18436,1,1,49.99,19.49
21301,2014-08-05 18:35:00,18437,2,1,59.99,22.49
21302,2014-08-05 18:35:00,18437,4,0,29.99,9.49
21303,2014-08-05 18:49:00,18438,3,1,45.99,14.49
21304,2014-08-05 18:56:00,18439,1,1,49.99,19.49
21305,2014-08-05 19:01:00,18440,2,1,59.99,22.49
21306,2014-08-05 19:19:00,18441,1,1,49.99,19.49
21307,2014-08-05 19:56:00,18442,3,1,45.99,14.49
21308,2014-08-05 20:06:00,18443,1,1,49.99,19.49
21309,2014-08-05 20:36:00,18444,1,1,49.99,19.49
21310,2014-08-05 20:36:00,18444,4,0,29.99,9.49
21311,2014-08-05 21:29:00,18445,1,1,49.99,19.49
21312,2014-08-05 21:37:00,18446,1,1,49.99,19.49
21313,2014-08-05 23:11:00,18447,1,1,49.99,19.49
21314,2014-08-06 00:08:00,18448,1,1,49.99,19.49
21315,2014-08-06 01:06:00,18449,1,1,49.99,19.49
21316,2014-08-06 01:06:00,18449,4,0,29.99,9.49
21317,2014-08-06 01:26:00,18450,1,1,49.99,19.49
21318,2014-08-06 01:26:00,18450,4,0,29.99,9.49
21319,2014-08-06 03:03:00,18451,1,1,49.99,19.49
21320,2014-08-06 03:03:00,18451,3,0,45.99,14.49
21321,2014-08-06 07:15:00,18452,1,1,49.99,19.49
21322,2014-08-06 08:05:00,18453,1,1,49.99,19.49
21323,2014-08-06 08:05:00,18453,4,0,29.99,9.49
21324,2014-08-06 08:07:00,18454,3,1,45.99,14.49
21325,2014-08-06 09:42:00,18455,3,1,45.99,14.49
21326,2014-08-06 09:42:00,18455,1,0,49.99,19.49
21327,2014-08-06 09:50:00,18456,1,1,49.99,19.49
21328,2014-08-06 10:08:00,18457,3,1,45.99,14.49
21329,2014-08-06 10:24:00,18458,1,1,49.99,19.49
21330,2014-08-06 10:45:00,18459,1,1,49.99,19.49
21331,2014-08-06 10:45:00,18459,4,0,29.99,9.49
21332,2014-08-06 11:01:00,18460,3,1,45.99,14.49
21333,2014-08-06 11:03:00,18461,1,1,49.99,19.49
21334,2014-08-06 11:09:00,18462,1,1,49.99,19.49
21335,2014-08-06 11:11:00,18463,2,1,59.99,22.49
21336,2014-08-06 11:11:00,18463,3,0,45.99,14.49
21337,2014-08-06 11:22:00,18464,3,1,45.99,14.49
21338,2014-08-06 11:32:00,18465,3,1,45.99,14.49
21339,2014-08-06 11:32:00,18465,1,0,49.99,19.49
21340,2014-08-06 11:36:00,18466,2,1,59.99,22.49
21341,2014-08-06 11:42:00,18467,2,1,59.99,22.49
21342,2014-08-06 11:49:00,18468,1,1,49.99,19.49
21343,2014-08-06 11:49:00,18468,2,0,59.99,22.49
21344,2014-08-06 12:00:00,18469,1,1,49.99,19.49
21345,2014-08-06 12:20:00,18470,1,1,49.99,19.49
21346,2014-08-06 12:20:00,18470,4,0,29.99,9.49
21347,2014-08-06 12:45:00,18471,1,1,49.99,19.49
21348,2014-08-06 12:49:00,18472,1,1,49.99,19.49
21349,2014-08-06 12:49:00,18472,3,0,45.99,14.49
21350,2014-08-06 13:07:00,18473,2,1,59.99,22.49
21351,2014-08-06 13:09:00,18474,1,1,49.99,19.49
21352,2014-08-06 13:19:00,18475,1,1,49.99,19.49
21353,2014-08-06 13:33:00,18476,1,1,49.99,19.49
21354,2014-08-06 13:54:00,18477,1,1,49.99,19.49
21355,2014-08-06 14:03:00,18478,1,1,49.99,19.49
21356,2014-08-06 14:03:00,18478,3,0,45.99,14.49
21357,2014-08-06 14:07:00,18479,1,1,49.99,19.49
21358,2014-08-06 14:07:00,18479,2,0,59.99,22.49
21359,2014-08-06 15:35:00,18480,1,1,49.99,19.49
21360,2014-08-06 15:54:00,18481,3,1,45.99,14.49
21361,2014-08-06 17:18:00,18482,3,1,45.99,14.49
21362,2014-08-06 17:51:00,18483,1,1,49.99,19.49
21363,2014-08-06 18:09:00,18484,1,1,49.99,19.49
21364,2014-08-06 18:17:00,18485,1,1,49.99,19.49
21365,2014-08-06 18:17:00,18485,4,0,29.99,9.49
21366,2014-08-06 18:19:00,18486,3,1,45.99,14.49
21367,2014-08-06 18:19:00,18486,4,0,29.99,9.49
21368,2014-08-06 18:21:00,18487,1,1,49.99,19.49
21369,2014-08-06 18:21:00,18487,4,0,29.99,9.49
21370,2014-08-06 18:28:00,18488,1,1,49.99,19.49
21371,2014-08-06 18:28:00,18488,4,0,29.99,9.49
21372,2014-08-06 18:37:00,18489,1,1,49.99,19.49
21373,2014-08-06 19:08:00,18490,1,1,49.99,19.49
21374,2014-08-06 20:36:00,18491,1,1,49.99,19.49
21375,2014-08-06 20:36:00,18491,4,0,29.99,9.49
21376,2014-08-06 21:25:00,18492,1,1,49.99,19.49
21377,2014-08-06 21:31:00,18493,1,1,49.99,19.49
21378,2014-08-06 21:33:00,18494,1,1,49.99,19.49
21379,2014-08-06 21:40:00,18495,1,1,49.99,19.49
21380,2014-08-06 21:44:00,18496,1,1,49.99,19.49
21381,2014-08-06 21:59:00,18497,2,1,59.99,22.49
21382,2014-08-07 00:39:00,18498,2,1,59.99,22.49
21383,2014-08-07 00:39:00,18498,4,0,29.99,9.49
21384,2014-08-07 00:56:00,18499,3,1,45.99,14.49
21385,2014-08-07 00:59:00,18500,1,1,49.99,19.49
21386,2014-08-07 01:06:00,18501,1,1,49.99,19.49
21387,2014-08-07 03:24:00,18502,1,1,49.99,19.49
21388,2014-08-07 06:56:00,18503,1,1,49.99,19.49
21389,2014-08-07 07:22:00,18504,1,1,49.99,19.49
21390,2014-08-07 07:25:00,18505,1,1,49.99,19.49
21391,2014-08-07 08:11:00,18506,1,1,49.99,19.49
21392,2014-08-07 08:38:00,18507,1,1,49.99,19.49
21393,2014-08-07 08:38:00,18507,4,0,29.99,9.49
21394,2014-08-07 08:42:00,18508,1,1,49.99,19.49
21395,2014-08-07 09:14:00,18509,2,1,59.99,22.49
21396,2014-08-07 09:17:00,18510,1,1,49.99,19.49
21397,2014-08-07 09:43:00,18511,1,1,49.99,19.49
21398,2014-08-07 10:01:00,18512,1,1,49.99,19.49
21399,2014-08-07 10:30:00,18513,3,1,45.99,14.49
21400,2014-08-07 10:30:00,18513,1,0,49.99,19.49
21401,2014-08-07 10:32:00,18514,1,1,49.99,19.49
21402,2014-08-07 10:37:00,18515,1,1,49.99,19.49
21403,2014-08-07 10:51:00,18516,1,1,49.99,19.49
21404,2014-08-07 10:51:00,18516,2,0,59.99,22.49
